Name,Path,Size_MB,Date_Modified,File_Type,Folder
"20170925_214724.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170925_214724.jpg",4.75,"2017-10-05 04:59","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132250.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132250.jpg",5.42,"2017-10-05 04:55","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180309100043p+48483867229.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180309100043p+48483867229.3gp",.05,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180406141951p48226945691.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180406141951p48226945691.3gp",.02,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10155720164338249.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10155720164338249.png",.26,"2017-10-05 05:00","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1501811256401-AUTO.doc","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1501811256401-AUTO.doc",.02,"2017-08-08 14:43","doc","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20161030_131658.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20161030_131658.jpg",5.17,"2017-08-13 11:56","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180408142145p605528152.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180408142145p605528152.3gp",.05,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180407163833p574088209.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180407163833p574088209.3gp",.11,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170224_140854.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170224_140854.jpg",5.00,"2017-08-13 11:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10203799353540170.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10203799353540170.jpeg",.03,"2017-10-05 05:00","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170501_142915.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170501_142915.jpg",.03,"2017-10-05 05:04","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_091810.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_091810.jpeg",.03,"2017-10-05 04:53","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170720_153735.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170720_153735.jpg",5.05,"2017-08-13 11:56","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180212175343p504781601.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180212175343p504781601.3gp",0,"2018-04-15 13:06","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"TO DO.gdoc","05_Downloads/Pobrane/Dane _ Telefon/Telefon/TO DO.gdoc",0,"2017-09-03 16:13","gdoc","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170811_230653.mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170811_230653.mp4",17.58,"2017-08-12 19:37","mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132523.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132523.jpg",3.65,"2017-10-05 04:54","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"photo0.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/photo0.jpeg",.05,"2017-10-05 05:04","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180324204544p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180324204544p+48693678544.3gp",3.03,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_105402.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_105402.jpg",4.16,"2017-10-05 04:58","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180320161340p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180320161340p+48693678544.3gp",1.75,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Projekt filmy który nie znasz.gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Projekt filmy który nie znasz.gsheet",0,"2014-02-22 08:29","gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"IMG-20170924-WA0009.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/IMG-20170924-WA0009.jpg",.13,"2017-10-05 05:00","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180324211942p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180324211942p+48693678544.3gp",2.38,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180322095236p+48608942072.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180322095236p+48608942072.3gp",.01,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180401105542p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180401105542p+48693678544.3gp",.06,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10155720164328249.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10155720164328249.png",.23,"2017-10-05 05:00","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180329194239p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180329194239p+48693678544.3gp",3.03,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Egzamin na doradce.pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Egzamin na doradce.pdf",383.86,"2017-09-25 11:48","pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"16033_4.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/16033_4.jpg",.13,"2017-10-05 05:03","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180326165540p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180326165540p+48693678544.3gp",.69,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10155708715553249.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10155708715553249.png",.22,"2017-10-05 05:01","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180410164420p+48608506920.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180410164420p+48608506920.3gp",.19,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10203756961800403.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10203756961800403.jpeg",.12,"2017-10-05 05:00","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"IMG-20170924-WA0008.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/IMG-20170924-WA0008.jpg",.17,"2017-10-05 05:00","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180410164920p+48608506920.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180410164920p+48608506920.3gp",1.01,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20180124_170212.mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20180124_170212.mp4",39.50,"2018-02-09 23:04","mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-9948416.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-9948416.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180407191156p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180407191156p+48693678544.3gp",3.30,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180331152107p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180331152107p+48693678544.3gp",.31,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Czysta anarchia Allen Woody.pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Czysta anarchia Allen Woody.pdf",.03,"2017-08-08 14:42","pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"seven  scenariusz.txt","05_Downloads/Pobrane/Dane _ Telefon/Telefon/seven  scenariusz.txt",.25,"2017-08-08 14:41","txt","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"orca-image-1505052896761.jpg_1505052897627.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/orca-image-1505052896761.jpg_1505052897627.jpeg",.11,"2017-10-05 05:03","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180413111629p+48501255712.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180413111629p+48501255712.3gp",.13,"2018-04-15 13:02","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170720_153732.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170720_153732.jpg",4.96,"2017-08-13 11:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-49447.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-49447.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10203742301753911.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10203742301753911.jpeg",.08,"2017-10-05 05:02","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20161107_074926.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20161107_074926.jpg",4.90,"2017-08-13 11:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132336.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132336.jpg",5.87,"2017-10-05 04:54","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"APointOfView-20180209.mp3","05_Downloads/Pobrane/Dane _ Telefon/Telefon/APointOfView-20180209.mp3",0,"2018-04-15 13:03","mp3","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"DSC_2347.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/DSC_2347.jpg",.01,"2017-10-05 05:03","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"intruderPhoto_com.android.contacts_20170919080723.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/intruderPhoto_com.android.contacts_20170919080723.jpg",.11,"2017-10-05 05:02","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180304202847p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180304202847p+48693678544.3gp",.01,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10203745071023141.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10203745071023141.jpeg",.23,"2017-10-05 05:00","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_123945.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_123945.jpg",4.27,"2017-10-05 04:56","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"RACHUNKOWOŚĆ.docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon/RACHUNKOWOŚĆ.docx",.02,"2017-08-08 14:43","docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"intruderPhoto_com.android.chrome_20170809125250.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/intruderPhoto_com.android.chrome_20170809125250.jpg",.14,"2017-08-09 19:12","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132243.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132243.jpg",5.86,"2017-10-05 04:55","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170925_214737.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170925_214737.jpg",4.65,"2017-10-05 04:59","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132257.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132257.jpg",5.30,"2017-10-05 04:55","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180331152021p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180331152021p+48693678544.3gp",.04,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180305154541p+48603386979.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180305154541p+48603386979.3gp",.42,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180411193444p693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180411193444p693678544.3gp",.05,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-16727803.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-16727803.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-23808.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-23808.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180408210621p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180408210621p+48693678544.3gp",.65,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170923_143122.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170923_143122.jpg",4.41,"2017-10-05 05:01","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_992680764206260.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_992680764206260.jpeg",.21,"2017-08-09 19:12","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"A&J.gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon/A&J.gsheet",0,"2018-12-06 22:54","gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-6408449.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-6408449.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_111749.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_111749.jpg",4.58,"2017-10-05 04:58","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_123937.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_123937.jpg",4.22,"2017-10-05 04:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_105312.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_105312.jpg",4.32,"2017-10-05 04:59","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-16750849.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-16750849.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_1446364458761996.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_1446364458761996.jpeg",.02,"2017-10-05 05:02","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"21369657_1288312461280354_4122506245985909640_n.png.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/21369657_1288312461280354_4122506245985909640_n.png.jpg",.01,"2017-10-05 05:03","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170811_220344.mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170811_220344.mp4",15.30,"2017-08-12 19:33","mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180110174821p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180110174821p+48693678544.3gp",0,"2018-02-09 23:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-9708289.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-9708289.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170912_200108.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170912_200108.jpg",4.41,"2017-10-05 05:03","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"InOurTime-20180322-TocquevilleDemocracyInAmerica.mp3","05_Downloads/Pobrane/Dane _ Telefon/Telefon/InOurTime-20180322-TocquevilleDemocracyInAmerica.mp3",0,"2018-04-15 13:03","mp3","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180330131254p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180330131254p+48693678544.3gp",.03,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-107.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-107.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180404195409p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180404195409p+48693678544.3gp",5.03,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-16661505.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-16661505.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Odwołanie od decyzji.docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Odwołanie od decyzji.docx",.01,"2017-08-23 15:34","docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170914_183648.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170914_183648.jpg",4.21,"2017-10-05 05:02","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-1.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-1.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180327193948p+48693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180327193948p+48693678544.3gp",2.51,"2018-04-15 13:04","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_123840.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_123840.jpg",5.42,"2017-10-05 04:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10202182035468229.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10202182035468229.jpeg",.04,"2017-10-05 05:04","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"1d20180407175128p693678544.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/1d20180407175128p693678544.3gp",.04,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170811_230432.mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170811_230432.mp4",64.23,"2017-08-12 19:38","mp4","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_1503396196395653.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_1503396196395653.jpeg",.19,"2017-10-05 05:03","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-10431616.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-10431616.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_1504182716317001.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_1504182716317001.png",0,"2017-10-05 05:02","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"0d20180412082415p+48501255712.3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon/0d20180412082415p+48501255712.3gp",.09,"2018-04-15 13:03","3gp","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-65536.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-65536.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_132236.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_132236.jpg",4.18,"2017-10-05 04:55","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-12255007.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-12255007.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170919_134436.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170919_134436.jpg",4.75,"2017-10-05 05:02","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_992680764206260 (0).jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_992680764206260 (0).jpeg",.21,"2017-08-09 19:12","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170304_120059.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170304_120059.jpg",5.20,"2017-08-13 11:56","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_123924.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_123924.jpg",4.43,"2017-10-05 04:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170923_143332.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170923_143332.jpg",1.02,"2017-10-05 05:01","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170720_142850.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170720_142850.jpg",9.10,"2017-08-13 11:51","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170923_143118.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170923_143118.jpg",4.22,"2017-10-05 05:01","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"TRUE ROMANCE (Prawdziwy romans).pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon/TRUE ROMANCE (Prawdziwy romans).pdf",.13,"2017-08-08 14:41","pdf","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170930_091638.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170930_091638.jpg",4.24,"2017-10-05 04:53","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170210_115343.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170210_115343.jpg",5.68,"2017-08-13 11:54","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_10203793345429971.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_10203793345429971.jpeg",.22,"2017-10-05 05:00","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Pytania do dziekana.gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Pytania do dziekana.gsheet",0,"2015-08-31 11:22","gsheet","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170923_143119.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170923_143119.jpg",4.52,"2017-10-05 05:01","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170811_230429.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170811_230429.jpg",2.15,"2017-08-12 19:46","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170929_123931.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170929_123931.jpg",4.29,"2017-10-05 04:57","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"Doradca-Pytania-zamknięte_DO-ZOB-PODATKOWE-TAJEMNICA.docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon/Doradca-Pytania-zamknięte_DO-ZOB-PODATKOWE-TAJEMNICA.docx",.07,"2017-08-08 14:43","docx","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170720_143554.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170720_143554.jpg",7.62,"2017-08-13 11:54","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170720_143226.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170720_143226.jpg",9.17,"2017-08-13 11:50","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-11250604.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-11250604.png",0,"2017-08-12 19:46","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20171001_093326.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20171001_093326.jpg",.19,"2017-10-05 04:53","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"intruderPhoto_com.android.chrome_20170923142940.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/intruderPhoto_com.android.chrome_20170923142940.jpg",.10,"2017-10-05 05:01","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20171001_094111.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20171001_094111.jpg",.21,"2017-10-05 04:53","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"20170925_214743.jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/20170925_214743.jpg",4.88,"2017-10-05 04:59","jpg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"img-16777216.png","05_Downloads/Pobrane/Dane _ Telefon/Telefon/img-16777216.png",0,"2017-08-12 19:45","png","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
"received_1505495449519061.jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon/received_1505495449519061.jpeg",.13,"2017-10-05 05:02","jpeg","05_Downloads/Pobrane/Dane _ Telefon/Telefon"
